payment_id,booking_id,payment_date,amount_cents,payment_method,payment_status
P00002361,B00002148,2024-03-31,140400,Bank Transfer,settled
P00002362,B00002149,2024-07-04,233800,Credit Card,settled
P00002363,B00002150,2025-06-16,147500,Points,settled
P00002364,B00002151,2025-02-19,235000,Debit Card,settled
P00002365,B00002151,2025-03-24,-235000,Debit Card,refunded
P00002366,B00002152,2024-06-28,105973,Points,settled
P00002367,B00002152,2024-07-07,142627,Debit Card,pending
P00002368,B00002153,2025-03-17,313200,Debit Card,settled
P00002369,B00002154,2024-04-02,138000,Bank Transfer,settled
P00002370,B00002155,2025-01-11,291200,Debit Card,settled
P00002371,B00002156,2024-10-04,156000,Debit Card,settled
P00002372,B00002157,2024-12-16,32600,Points,settled
P00002373,B00002157,2024-12-06,31400,Credit Card,pending
P00002374,B00002158,2024-05-13,135800,Credit Card,settled
P00002375,B00002159,2024-03-15,44400,Credit Card,settled
P00002376,B00002161,2025-09-30,210700,Bank Transfer,settled
P00002377,B00002162,2025-06-12,102200,Points,settled
P00002378,B00002163,2024-08-21,530400,Points,settled
P00002379,B00002164,2024-04-05,47600,Debit Card,settled
P00002380,B00002165,2025-08-05,209000,Points,settled
P00002381,B00002166,2026-01-26,287000,Bank Transfer,settled
P00002382,B00002167,2025-04-20,97800,Debit Card,settled
P00002383,B00002168,2025-08-14,319200,Points,settled
P00002384,B00002169,2025-09-19,271200,Points,settled
P00002385,B00002170,2026-02-15,653800,Credit Card,settled
P00002386,B00002171,2024-05-21,144000,Debit Card,settled
P00002387,B00002172,2026-01-01,150300,Credit Card,settled
P00002388,B00002173,2025-07-11,121800,Debit Card,settled
P00002389,B00002174,2024-12-31,86846,Bank Transfer,settled
P00002390,B00002174,2025-01-07,30654,Debit Card,pending
P00002391,B00002175,2024-10-12,131700,Credit Card,settled
P00002392,B00002176,2025-06-13,105000,Debit Card,settled
P00002393,B00002178,2025-02-22,37800,Debit Card,settled
P00002394,B00002180,2025-03-16,72600,Points,settled
P00002395,B00002181,2025-11-23,30600,Credit Card,settled
P00002396,B00002181,2025-12-08,-30600,Debit Card,refunded
P00002397,B00002182,2025-08-13,157000,Debit Card,settled
P00002398,B00002183,2025-03-05,289800,Debit Card,settled
P00002399,B00002184,2024-03-16,38200,Points,settled
P00002400,B00002186,2024-08-14,459600,Points,settled
P00002401,B00002187,2026-02-26,183000,Credit Card,settled
P00002402,B00002188,2024-05-25,195000,Bank Transfer,settled
P00002403,B00002189,2024-03-21,880600,Bank Transfer,settled
P00002404,B00002190,2024-08-23,737000,Credit Card,settled
P00002405,B00002191,2025-05-02,99600,Bank Transfer,settled
P00002406,B00002192,2025-10-22,22400,Debit Card,settled
P00002407,B00002193,2024-08-28,75357,Points,settled
P00002408,B00002194,2024-06-26,199800,Credit Card,settled
P00002409,B00002195,2025-11-12,260000,Debit Card,settled
P00002410,B00002196,2024-10-16,87500,Credit Card,settled
P00002411,B00002197,2025-11-01,529100,Points,settled
P00002412,B00002198,2026-02-11,113500,Debit Card,settled
P00002413,B00002199,2024-03-16,162800,Bank Transfer,settled
P00002414,B00002199,2024-04-06,-35898,Debit Card,refunded
P00002415,B00002200,2024-10-30,187200,Debit Card,settled
P00002416,B00002200,2024-11-16,-187200,Credit Card,refunded
P00002417,B00002202,2024-02-04,136500,Points,settled
P00002418,B00002203,2025-05-08,151600,Bank Transfer,settled
P00002419,B00002204,2024-01-21,162000,Bank Transfer,settled
P00002420,B00002205,2025-04-23,80400,Credit Card,settled
P00002421,B00002206,2024-12-13,106200,Debit Card,settled
P00002422,B00002207,2024-03-22,138600,Bank Transfer,settled
P00002423,B00002208,2026-03-21,65400,Credit Card,settled
P00002424,B00002209,2025-08-31,15000,Debit Card,settled
P00002425,B00002209,2025-09-08,-1568,Points,refunded
P00002426,B00002210,2025-10-27,234749,Points,settled
P00002427,B00002211,2025-09-24,152000,Credit Card,settled
P00002428,B00002212,2024-11-12,1064700,Points,settled
P00002429,B00002213,2024-11-28,202867,Points,settled
P00002430,B00002213,2024-12-20,263333,Bank Transfer,pending
P00002431,B00002214,2025-09-24,188500,Points,settled
P00002432,B00002215,2024-03-27,92100,Bank Transfer,settled
P00002433,B00002216,2025-01-07,92400,Credit Card,settled
P00002434,B00002217,2025-01-27,270200,Points,settled
P00002435,B00002218,2024-12-25,253500,Credit Card,settled
P00002436,B00002219,2024-12-14,265200,Credit Card,settled
P00002437,B00002219,2025-01-19,-55758,Credit Card,refunded
P00002438,B00002220,2025-08-29,74400,Credit Card,settled
P00002439,B00002221,2025-02-26,30200,Credit Card,settled
P00002440,B00002222,2025-02-03,322800,Credit Card,settled
P00002441,B00002222,2025-03-07,-322800,Bank Transfer,refunded
P00002442,B00002223,2025-04-20,393900,Points,settled
P00002443,B00002224,2025-12-24,33400,Debit Card,settled
P00002444,B00002225,2024-12-26,577803,Debit Card,settled
P00002445,B00002226,2024-12-21,69300,Debit Card,settled
P00002446,B00002227,2025-07-03,140400,Credit Card,settled
P00002447,B00002228,2024-07-20,19600,Points,settled
P00002448,B00002230,2026-01-09,342610,Debit Card,settled
P00002449,B00002230,2025-12-12,225390,Points,pending
P00002450,B00002231,2025-11-29,176000,Credit Card,settled
P00002451,B00002232,2025-10-18,366800,Debit Card,settled
P00002452,B00002233,2024-02-13,29600,Bank Transfer,settled
P00002453,B00002234,2025-09-21,76800,Bank Transfer,settled
P00002454,B00002235,2025-11-25,113400,Credit Card,settled
P00002455,B00002236,2024-10-11,63805,Points,settled
P00002456,B00002236,2024-10-25,54495,Debit Card,pending
P00002457,B00002238,2024-10-01,193700,Debit Card,settled
P00002458,B00002239,2025-06-12,1134000,Bank Transfer,settled
P00002459,B00002240,2025-02-21,465000,Points,settled
P00002460,B00002242,2024-06-07,114000,Credit Card,settled
P00002461,B00002243,2024-06-23,53100,Credit Card,settled
P00002462,B00002244,2025-01-07,451500,Credit Card,settled
P00002463,B00002244,2025-02-16,-451500,Debit Card,refunded
P00002464,B00002246,2024-07-27,181784,Debit Card,settled
P00002465,B00002246,2024-07-17,175816,Bank Transfer,pending
P00002466,B00002247,2025-10-31,187200,Points,settled
P00002467,B00002248,2024-10-27,306800,Points,settled
P00002468,B00002249,2025-06-13,138600,Debit Card,settled
P00002469,B00002250,2025-12-17,185900,Bank Transfer,settled
P00002470,B00002251,2024-12-17,995400,Bank Transfer,settled
P00002471,B00002252,2024-12-26,139800,Credit Card,settled
P00002472,B00002253,2025-02-08,297000,Points,settled
P00002473,B00002253,2025-03-02,-55918,Points,refunded
P00002474,B00002254,2025-08-19,107500,Points,settled
P00002475,B00002255,2025-03-23,81000,Credit Card,settled
P00002476,B00002256,2024-12-19,105000,Bank Transfer,settled
P00002477,B00002257,2025-03-27,188800,Credit Card,settled
P00002478,B00002258,2024-11-29,230000,Credit Card,settled
P00002479,B00002259,2025-11-10,82400,Points,settled
P00002480,B00002261,2025-07-31,96000,Credit Card,settled
P00002481,B00002262,2024-07-03,25182,Debit Card,settled
P00002482,B00002262,2024-06-12,36918,Bank Transfer,pending
P00002483,B00002263,2025-09-15,90500,Points,settled
P00002484,B00002264,2024-03-10,144800,Credit Card,settled
P00002485,B00002265,2026-01-03,68100,Debit Card,settled
P00002486,B00002266,2024-07-03,115368,Points,settled
P00002487,B00002266,2024-06-20,52132,Credit Card,pending
P00002488,B00002267,2024-05-13,100500,Debit Card,settled
P00002489,B00002268,2024-12-21,215100,Bank Transfer,settled
P00002490,B00002269,2024-05-10,265300,Debit Card,settled
P00002491,B00002270,2024-04-11,182400,Bank Transfer,settled
P00002492,B00002270,2024-05-06,-38394,Credit Card,refunded
P00002493,B00002271,2024-05-14,738400,Points,settled
P00002494,B00002272,2025-06-05,223000,Points,settled
P00002495,B00002273,2024-12-30,512200,Points,settled
P00002496,B00002274,2025-11-07,38300,Credit Card,settled
P00002497,B00002275,2025-01-19,16900,Debit Card,settled
P00002498,B00002276,2024-01-12,66700,Points,settled
P00002499,B00002277,2025-12-24,1225000,Points,settled
P00002500,B00002278,2025-11-24,140000,Debit Card,settled
P00002501,B00002279,2025-12-01,18700,Bank Transfer,settled
P00002502,B00002280,2025-11-09,385800,Credit Card,settled
P00002503,B00002281,2025-10-04,1995000,Credit Card,settled
P00002504,B00002282,2025-01-08,150300,Bank Transfer,settled
P00002505,B00002283,2025-06-27,604000,Points,settled
P00002506,B00002285,2025-02-11,292000,Credit Card,settled
P00002507,B00002286,2025-01-02,108600,Points,settled
P00002508,B00002287,2024-12-23,565600,Credit Card,settled
P00002509,B00002288,2024-05-07,124000,Debit Card,settled
P00002510,B00002290,2024-05-25,76500,Credit Card,settled
P00002511,B00002291,2025-03-28,180000,Points,settled
P00002512,B00002293,2024-09-16,111600,Credit Card,settled
P00002513,B00002294,2025-06-29,16700,Bank Transfer,settled
P00002514,B00002295,2025-11-27,80800,Debit Card,settled
P00002515,B00002296,2025-01-31,804418,Points,settled
P00002516,B00002297,2025-06-12,143100,Credit Card,settled
P00002517,B00002298,2025-06-14,136000,Bank Transfer,settled
P00002518,B00002299,2024-10-15,450100,Points,settled
P00002519,B00002300,2025-11-17,155324,Bank Transfer,settled
P00002520,B00002301,2024-01-11,61417,Bank Transfer,settled
P00002521,B00002301,2024-01-27,31083,Debit Card,pending
P00002522,B00002302,2024-01-30,135200,Bank Transfer,settled
P00002523,B00002303,2025-06-29,226800,Bank Transfer,settled
P00002524,B00002304,2024-08-07,229900,Debit Card,settled
P00002525,B00002306,2024-08-12,151300,Bank Transfer,settled
P00002526,B00002307,2025-05-23,205700,Points,settled
P00002527,B00002308,2024-09-05,157300,Debit Card,settled
P00002528,B00002308,2024-10-05,-157300,Credit Card,refunded
P00002529,B00002309,2024-04-24,946800,Credit Card,settled
P00002530,B00002309,2024-06-17,-946800,Debit Card,refunded
P00002531,B00002310,2025-01-05,167500,Debit Card,settled
P00002532,B00002311,2024-12-25,256800,Debit Card,settled
P00002533,B00002312,2024-07-09,343000,Bank Transfer,settled
P00002534,B00002313,2025-09-12,281816,Bank Transfer,settled
P00002535,B00002314,2025-05-17,71200,Credit Card,settled
P00002536,B00002315,2025-08-15,42754,Bank Transfer,settled
P00002537,B00002315,2025-08-11,61346,Bank Transfer,pending
P00002538,B00002316,2025-07-31,132400,Bank Transfer,settled
P00002539,B00002317,2025-06-25,84000,Points,settled
P00002540,B00002318,2024-10-31,98420,Bank Transfer,settled
P00002541,B00002318,2024-11-08,31580,Points,pending
P00002542,B00002319,2024-06-03,204600,Debit Card,settled
P00002543,B00002320,2025-05-11,175200,Points,settled
P00002544,B00002321,2024-10-09,151000,Points,settled
P00002545,B00002322,2024-11-25,111600,Points,settled
P00002546,B00002323,2025-12-10,45267,Credit Card,settled
P00002547,B00002323,2025-12-13,34733,Bank Transfer,pending
P00002548,B00002324,2024-03-29,162900,Points,settled
P00002549,B00002325,2025-09-17,189988,Points,settled
P00002550,B00002326,2025-08-16,77400,Debit Card,settled
P00002551,B00002327,2024-08-05,17800,Debit Card,settled
P00002552,B00002328,2025-09-02,212700,Debit Card,settled
P00002553,B00002329,2025-10-17,214200,Points,settled
P00002554,B00002330,2024-03-16,86000,Bank Transfer,settled
P00002555,B00002331,2024-12-17,271600,Points,settled
P00002556,B00002332,2025-01-17,78600,Bank Transfer,settled
P00002557,B00002333,2025-02-22,86500,Credit Card,settled
P00002558,B00002334,2025-02-27,228800,Points,settled
P00002559,B00002335,2025-05-10,258700,Debit Card,settled
P00002560,B00002336,2026-01-15,205700,Debit Card,settled
P00002561,B00002338,2024-09-12,118645,Points,settled
P00002562,B00002338,2024-09-07,58355,Points,pending
P00002563,B00002339,2024-06-15,137400,Bank Transfer,settled
P00002564,B00002340,2025-06-08,62400,Bank Transfer,settled
P00002565,B00002341,2024-11-07,265200,Debit Card,settled
P00002566,B00002342,2025-08-16,1228000,Credit Card,settled
P00002567,B00002343,2024-12-02,158400,Points,settled
P00002568,B00002344,2024-11-01,334400,Credit Card,settled
P00002569,B00002345,2025-05-11,13700,Points,settled
P00002570,B00002346,2024-07-03,35800,Debit Card,settled
P00002571,B00002347,2024-03-10,274400,Credit Card,settled
P00002572,B00002349,2024-03-19,65600,Points,settled
P00002573,B00002350,2024-09-01,160000,Points,settled
P00002574,B00002351,2025-04-20,36800,Credit Card,settled
P00002575,B00002353,2024-07-03,125300,Debit Card,settled
P00002576,B00002354,2025-01-22,98216,Points,settled
P00002577,B00002354,2025-02-06,86284,Debit Card,pending
P00002578,B00002355,2024-08-16,56400,Credit Card,settled
P00002579,B00002356,2024-11-06,638400,Credit Card,settled
P00002580,B00002357,2025-05-15,201600,Bank Transfer,settled
P00002581,B00002358,2024-02-23,454000,Points,settled
P00002582,B00002359,2024-04-07,189600,Debit Card,settled
P00002583,B00002360,2024-05-30,430100,Bank Transfer,settled
P00002584,B00002361,2024-11-19,167700,Bank Transfer,settled
P00002585,B00002362,2025-12-22,195300,Credit Card,settled
P00002586,B00002362,2026-01-16,-34208,Bank Transfer,refunded
P00002587,B00002363,2026-03-06,256100,Bank Transfer,settled
P00002588,B00002363,2026-04-21,-42719,Credit Card,refunded
P00002589,B00002364,2024-02-29,96000,Debit Card,settled
P00002590,B00002364,2024-04-10,-96000,Credit Card,refunded
P00002591,B00002365,2024-09-05,218400,Credit Card,settled
P00002592,B00002365,2024-09-26,-218400,Credit Card,refunded
P00002593,B00002366,2025-10-20,38000,Credit Card,settled
P00002594,B00002367,2025-05-15,45900,Points,settled
P00002595,B00002368,2024-04-23,151562,Points,settled
P00002596,B00002369,2024-12-12,128900,Debit Card,settled
P00002597,B00002369,2025-01-10,-128900,Credit Card,refunded
P00002598,B00002370,2025-03-20,1064000,Debit Card,settled
P00002599,B00002371,2024-06-05,360800,Credit Card,settled
P00002600,B00002372,2025-06-17,180900,Bank Transfer,settled
P00002601,B00002373,2025-11-06,136000,Credit Card,settled
P00002602,B00002374,2025-08-12,53913,Debit Card,settled
P00002603,B00002375,2024-04-22,219700,Points,settled
P00002604,B00002376,2024-08-25,200078,Credit Card,settled
P00002605,B00002377,2025-11-26,163900,Debit Card,settled
P00002606,B00002378,2025-12-18,175500,Bank Transfer,settled
P00002607,B00002379,2025-07-10,179300,Debit Card,settled
P00002608,B00002380,2024-11-21,141600,Debit Card,settled
P00002609,B00002381,2025-10-22,200700,Points,settled
P00002610,B00002382,2024-10-08,31000,Bank Transfer,settled
P00002611,B00002383,2024-10-31,147000,Bank Transfer,settled
P00002612,B00002384,2025-06-06,178875,Credit Card,settled
P00002613,B00002385,2025-12-19,33400,Bank Transfer,settled
P00002614,B00002386,2025-10-16,43400,Credit Card,settled
P00002615,B00002387,2024-07-15,71100,Credit Card,settled
P00002616,B00002387,2024-08-14,-7156,Bank Transfer,refunded
P00002617,B00002388,2026-01-02,119100,Debit Card,settled
P00002618,B00002389,2025-04-27,75000,Credit Card,settled
P00002619,B00002390,2025-09-18,41000,Credit Card,settled
P00002620,B00002391,2024-03-30,62700,Bank Transfer,settled
P00002621,B00002392,2024-12-22,42600,Bank Transfer,settled
P00002622,B00002393,2025-03-21,315700,Points,settled
P00002623,B00002394,2024-12-02,316268,Bank Transfer,settled
P00002624,B00002394,2024-12-06,164932,Bank Transfer,pending
P00002625,B00002395,2024-03-22,25170,Bank Transfer,settled
P00002626,B00002395,2024-03-25,14630,Points,pending
P00002627,B00002396,2024-10-01,231600,Bank Transfer,settled
P00002628,B00002397,2025-07-27,121800,Credit Card,settled
P00002629,B00002398,2025-02-06,120600,Debit Card,settled
P00002630,B00002399,2024-05-16,31600,Debit Card,settled
P00002631,B00002400,2025-07-29,1747200,Points,settled
P00002632,B00002402,2025-04-18,250900,Points,settled
P00002633,B00002403,2025-06-02,61922,Bank Transfer,settled
P00002634,B00002403,2025-05-16,82078,Bank Transfer,pending
P00002635,B00002404,2024-11-10,62100,Debit Card,settled
P00002636,B00002405,2025-01-27,44700,Debit Card,settled
P00002637,B00002406,2026-04-03,60400,Debit Card,settled
P00002638,B00002407,2025-04-21,558000,Credit Card,settled
P00002639,B00002408,2026-02-11,78400,Debit Card,settled
P00002640,B00002409,2026-01-16,160000,Bank Transfer,settled
P00002641,B00002410,2025-01-14,235200,Debit Card,settled
P00002642,B00002411,2025-05-24,111300,Credit Card,settled
P00002643,B00002412,2025-01-20,280800,Credit Card,settled
P00002644,B00002414,2025-06-25,103800,Credit Card,settled
P00002645,B00002414,2025-07-20,-103800,Credit Card,refunded
P00002646,B00002415,2024-06-12,76000,Credit Card,settled
P00002647,B00002416,2024-07-07,261274,Bank Transfer,settled
P00002648,B00002416,2024-07-12,87426,Points,pending
P00002649,B00002417,2024-04-25,34267,Credit Card,settled
P00002650,B00002417,2024-04-17,11033,Bank Transfer,pending
P00002651,B00002418,2024-03-12,180000,Credit Card,settled
P00002652,B00002419,2024-01-24,201600,Debit Card,settled
P00002653,B00002420,2026-01-23,16100,Points,settled
P00002654,B00002421,2024-11-28,192000,Bank Transfer,settled
P00002655,B00002422,2024-09-18,216000,Credit Card,settled
P00002656,B00002423,2024-03-23,81500,Debit Card,settled
P00002657,B00002424,2026-02-03,120300,Points,settled
P00002658,B00002424,2026-03-16,-23199,Credit Card,refunded
P00002659,B00002425,2025-10-27,364800,Bank Transfer,settled
P00002660,B00002426,2025-07-13,34400,Debit Card,settled
P00002661,B00002427,2024-02-20,75956,Points,settled
P00002662,B00002427,2024-02-29,29044,Bank Transfer,pending
P00002663,B00002428,2024-03-12,433000,Bank Transfer,settled
P00002664,B00002429,2025-09-29,241000,Credit Card,settled
P00002665,B00002430,2025-09-28,219700,Debit Card,settled
P00002666,B00002431,2024-01-14,46600,Debit Card,settled
P00002667,B00002432,2025-11-12,206400,Points,settled
P00002668,B00002433,2025-12-27,160000,Debit Card,settled
P00002669,B00002434,2024-03-28,275600,Points,settled
P00002670,B00002435,2024-11-21,36951,Bank Transfer,settled
